text,created_at,location
                   ,Mon Sep 30 19:02:10 +0000 2013,
“@CassidyNixa: Jespere cox car j'tai donn ma favorite”hahahaha cox il parle chine,Mon Sep 30 19:02:10 +0000 2013,
RT @Elculopzo: Aman rpido y se decepcionan volando Cual es el apuro estn deprimidos,Mon Sep 30 19:02:10 +0000 2013,
Dndome duro con el No-Tos,Mon Sep 30 19:02:10 +0000 2013,
Tu sort avec Mlanie  — Nan nan http://tco/NMmrCkjtHu,Mon Sep 30 19:02:10 +0000 2013,
@Sarah_Hesham  ,Mon Sep 30 19:02:10 +0000 2013,
Gabrielle muito monga pelo amor,Mon Sep 30 19:02:10 +0000 2013,
Grosse pute si je te rappel un jour je suis le plus gros btard qui existe  Va te faire foutre salope  Fini seul avec des chats va ,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @UcretsizTkpci: Barn Ulan FENERBAHE okYaaDiyehttp://tco/cS52SpmKHg1000 takipi 20TL kredi kart ve mobil ile alabilirsn http:…,
RT @_Rh12: traeme la tenasa que Se le jodio la perilla al TV   #TuitSaurio,Mon Sep 30 19:02:10 +0000 2013,
RT @ManagersDiary: "I have never met a man so ignorant that I couldn't learn something from him" ~Galileo#business#leadership,Mon Sep 30 19:02:10 +0000 2013,
RT @JohnCena: Morning everybody Hey if ya got 2 seconds to spare give @thatstevecena a happy birthday message I'm a few hours late but …,Mon Sep 30 19:02:10 +0000 2013,
RT @Gain1000sFollo4: #Retweet my last 7 tweets and follow all who retweet to gain 1000s#FollowPyramid 6,Mon Sep 30 19:02:10 +0000 2013,
Srena c'est une tapette,Mon Sep 30 19:02:10 +0000 2013,
        #_  ,Mon Sep 30 19:02:10 +0000 2013,
RT @ElVillanoLoco: Hay das en que no se necesitan palabras slo msica,Mon Sep 30 19:02:10 +0000 2013,
I refuse to read this pdf anymore enough is enough,Mon Sep 30 19:02:10 +0000 2013,
RT @Sarah_Failchawy: @1D_LarryBaby of course Harry ,Mon Sep 30 19:02:10 +0000 2013,
#TakipEdenTakipEdilir ack ve net :),Mon Sep 30 19:02:10 +0000 2013,
I been on some yolo shit lately,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @Loultimo_moda: RT si te gusta estos dos conjuntos http://tco/dH5LCAlURD,
i guess i got to start getting ready for work,Mon Sep 30 19:02:10 +0000 2013,
If you don't fuck with @FreddieGibbs you ain't really in them streets ,Mon Sep 30 19:02:10 +0000 2013,
Fucking fed up with everyone now fucking bastards urrggg,Mon Sep 30 19:02:10 +0000 2013,
Sometimes I don't dream at all I sleep like a baby The problem with that is when I wake I tend to find I'd shat myself,Mon Sep 30 19:02:10 +0000 2013,
 #Murasaki_bot,Mon Sep 30 19:02:10 +0000 2013,
@Yagoda__mAlinka   )))) ,Mon Sep 30 19:02:10 +0000 2013,
 anche per le telecamere per sono ospitali Qui manco si fermano per farti attraversare figuriamoci per darti un passaggio @GiulioDean,Mon Sep 30 19:02:10 +0000 2013,
 9/30 4:01  35 -36 #countkun @knk_ao_12,Mon Sep 30 19:02:10 +0000 2013,
THAT SOUNDED SO WRONG WTF,Mon Sep 30 19:02:10 +0000 2013,
Bugunku kickbox derside tamamamam (@ Avclar Kick Boks Spor Salonu) http://tco/IUtBV3cPjk,Mon Sep 30 19:02:10 +0000 2013,
RT @AntonGeholm: Kra algebra sluta sg att vi ska hitta ditt X hon kommer inte tillbaka,Mon Sep 30 19:02:10 +0000 2013,
RT @infomilan1899: wahai milanisti mari sambut bulan oktober dengan perasaan yang lebih was-was :)),Mon Sep 30 19:02:10 +0000 2013,
Lord If ur listening make it a quad (@ Simply Divine) http://tco/AeVfaV4UxW,Mon Sep 30 19:02:10 +0000 2013,
@yves_serie Facebook bloque c etait juste  sur le journal de la ville ou je presente un blog dans ma tribune : celui d Elue Op',Mon Sep 30 19:02:10 +0000 2013,
http://tco/3ZRA8Yqfeo   key  sony vegas,Mon Sep 30 19:02:10 +0000 2013,
Alright what's your point,Mon Sep 30 19:02:10 +0000 2013,
I know who i want,Mon Sep 30 19:02:10 +0000 2013,
@isaiahyuuup see u get me now grrrrrr I wish I was mean enough to tell her off lol,Mon Sep 30 19:02:10 +0000 2013,
Talk about bombing a test Wow :(,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @UberFacts: 200 Indian women kill serial rapist http://tco/uUjU0mypnp,
Trabajando ando,Mon Sep 30 19:02:10 +0000 2013,
#draminha '' vontade de fazer nada s dormir Dormir porque o mundo dos sonhos  melhor'',Mon Sep 30 19:02:10 +0000 2013,
Instagram:TheyCallMeAfrika,Mon Sep 30 19:02:10 +0000 2013,
terkemut kemut  haha,Mon Sep 30 19:02:10 +0000 2013,
no te hagas el vago con la manu enserio te digo hermano,Mon Sep 30 19:02:10 +0000 2013,
RT @1000sFollowrs60:  R E T W E E T  - T H I S - T W E E T  FOLLOW EVERYONE WHO RETWEETS  FOR 100+ FOLLOWERS FAST  #FollowPyramid…,Mon Sep 30 19:02:10 +0000 2013,
RT @NOD_14: - -     ,Mon Sep 30 19:02:10 +0000 2013,
Bon instant coiffure  Jme fais iech,Mon Sep 30 19:02:10 +0000 2013,
Put in work flvcko put em in the dirt,Mon Sep 30 19:02:10 +0000 2013,
Oh finalmente domani aumenta l '#IVA #ecchecazzo era ora #tasse,Mon Sep 30 19:02:10 +0000 2013,
Lara sustituye a Andic como vicepresidente del Banco Sabadell http://tco/cCD8k69JFH,Mon Sep 30 19:02:10 +0000 2013,
  ,Mon Sep 30 19:02:10 +0000 2013,
Si de nio tu mximo era ir a Disneyland #TeamChavoruco,Mon Sep 30 19:02:10 +0000 2013,
@Tiff_Trow some of them are cute  send me some  of me Matty tam and Ty Ty Please I promise I won't do it again ,Mon Sep 30 19:02:10 +0000 2013,
DPP Minta DPD KNPI Riau Laksanakan Musda http://tco/CFK0R29fcM,Mon Sep 30 19:02:10 +0000 2013,
@HeatherAnnDiem I miss my baby:)),Mon Sep 30 19:02:10 +0000 2013,
RT @phaehart: my body makes me so sad :( :(:(,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @3sr_0:           http://tco/RbnKhtEHhS# # #,
Mon Sep 30 19:02:10 +0000 2013,RT @RealSneakers_: Air Force 1 http://tco/X2zfRCU6ZP,
Ash is gonna kill me ,Mon Sep 30 19:02:10 +0000 2013,
@sleepydood Or just "I see this fanart everywhere must be popular",Mon Sep 30 19:02:10 +0000 2013,
RT @LuliJulianista: #PersonasImportantesEnMiVida @GiuulyRossi ,Mon Sep 30 19:02:10 +0000 2013,
NICO SAIR DO ARMARIO  FCIL QUERO VER FECHAR AS PORTAS DA MORTE,Mon Sep 30 19:02:10 +0000 2013,
Galgi nolocts,Mon Sep 30 19:02:10 +0000 2013,
,Mon Sep 30 19:02:10 +0000 2013,
Faut pas que jme fasse de cadeau,Mon Sep 30 19:02:10 +0000 2013,
Why would I lie,Mon Sep 30 19:02:10 +0000 2013,
RT @TracyElsalung: "Toute faon si je viens je vais casser des couples " D'aprs elle @Shondasse QUELLE BITCH CELLE LA pire que moi ,Mon Sep 30 19:02:10 +0000 2013,
                  ,Mon Sep 30 19:02:10 +0000 2013,
RT @alexx_jones3: Need a party for Halloween ,Mon Sep 30 19:02:10 +0000 2013,
Vi fikk lren om Jesus Kristus dobbelmoralistus inn i skolen for  unng oljeboring verdt det,Mon Sep 30 19:02:10 +0000 2013,
No quiero quedar libre,Mon Sep 30 19:02:10 +0000 2013,
BREAKING NEWS( BACK 2 HOME) GKRISS Would be live@NIGER DELTA KING &amp; QUEENS hosted by Courageous Modelling Agency http://tco/nB9BjHRnYQ,Mon Sep 30 19:02:10 +0000 2013,
@Georgieapperley #never,Mon Sep 30 19:02:10 +0000 2013,
#PlataneTime,Mon Sep 30 19:02:10 +0000 2013,
RT @Looklike_Jolie: You need to find happiness within yourself not in other people,Mon Sep 30 19:02:10 +0000 2013,
15 superalimentos que deberas comer http://tco/GFyBxnl1wl,Mon Sep 30 19:02:10 +0000 2013,
RT @marina_funcrazy: @NaomiGarcia2000 me too _ escrito parece raro no JAJAJAJAJAJA,Mon Sep 30 19:02:10 +0000 2013,
WiFi http://tco/cmSqcultwd #r_blog,Mon Sep 30 19:02:10 +0000 2013,
RT @BohoBougie: @reignofapril @brokeymcpoverty @bougieblackgirl What is with these crunkfoolish KMart commercials Is anyone else offended …,Mon Sep 30 19:02:10 +0000 2013,
RT @GiAntonelliAmor: Deixo e No me compares Veveta sempre fazendo parte das personagens da Gio,Mon Sep 30 19:02:10 +0000 2013,
deine hand in meiner hand ist so krass,Mon Sep 30 19:02:10 +0000 2013,
(-_•)   TE ODEIO BITCH,Mon Sep 30 19:02:10 +0000 2013,
thank God for the month of september and october hopefully in the very abundant blessings for nyeck Gbu :)),Mon Sep 30 19:02:10 +0000 2013,
RT @BrooksBeau: Popping all kinds of traces in the shower,Mon Sep 30 19:02:10 +0000 2013,
You're a serious fucking asshole,Mon Sep 30 19:02:10 +0000 2013,
RT @OfficialItzelC: Belieber from 2009 to forever &lt;3#TheBeliebersNeverLetYouGoJustin,Mon Sep 30 19:02:10 +0000 2013,
RT @Love_Hull: Pattie chip spice &amp; Hull Fair This city is unique wonderful &amp; has the proudest community in the UK Back the bid #HullYe…,Mon Sep 30 19:02:10 +0000 2013,
estou com frio // a janela do meu quarto est aberta,Mon Sep 30 19:02:10 +0000 2013,
Deleting this page,Mon Sep 30 19:02:10 +0000 2013,
This weed got me laughing like a damn hyena,Mon Sep 30 19:02:10 +0000 2013,
Ta le salem de la kalash,Mon Sep 30 19:02:10 +0000 2013,
RT @Cemyprod: Ah non  On ne maltraite pas les petits cochons  #Pensionnat,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @foreverreik: http://tco/9TaIlsxcoL,
 ()        () ,Mon Sep 30 19:02:10 +0000 2013,
Weak classes back to back Ugh,Mon Sep 30 19:02:10 +0000 2013,
40  65654050 http://tco/ErqxPSgLeh,Mon Sep 30 19:02:10 +0000 2013,
h moo bonito ,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @Der_Postillon: Steuererhhungen wrden vor allem monokel- und zylindertragende Mittelschicht belasten  http://tco/qacZoU9AdN,
Animals being used as part of medical therapy 1956 http://tco/YDzJ2hKOk6",Mon Sep 30 19:02:10 +0000 2013,
RT @FunnyOnIy: When I joke they take it seriouslyWhen I am serious they take it as a joke,Mon Sep 30 19:02:10 +0000 2013,
Watching #JustinTimberlakeTakeover on #FuseTv its AMAZING  but I can't focus on studying damn you @jtimberlake you're perfection,Mon Sep 30 19:02:10 +0000 2013,
@MyButeraSide well http://tco/7vX8LJzTTX,Mon Sep 30 19:02:10 +0000 2013,
Shoutout To My New Followers:-  @ddlovatoIsAHero @demetriiiiiia @specialfredo @staceybonfante @demisexmetria - via @TwitrCheckApp,Mon Sep 30 19:02:10 +0000 2013,
come on "captain of the Football team" @BezInTheTrap,Mon Sep 30 19:02:10 +0000 2013,
RT @HOLO_official: TOUR11/11   APOLLO THEATER11/14   IMAGE11/15   Namiki Junction11/25   O-Crest11/26   Hook,Mon Sep 30 19:02:10 +0000 2013,
RT @WhennBoys: If two people are meant to be together they will eventually find their way back into each other's arms no matter what,Mon Sep 30 19:02:10 +0000 2013,
RT @beOLLGmywish: Justin escalando la Gran Muralla ChinaExpectativa:CaminaRealidad:Es cargado por sus guardaespaldasONLY JUSTIN htt…,Mon Sep 30 19:02:10 +0000 2013,
PCMAX(^-^)vhttp://tco/vFD5kVYO0w(),Mon Sep 30 19:02:10 +0000 2013,
        : http://tco/3ynjqzga6c #__#_,Mon Sep 30 19:02:10 +0000 2013,
Andai matamu melihat aq,Mon Sep 30 19:02:10 +0000 2013,
hYB on eastemders,Mon Sep 30 19:02:10 +0000 2013,
Trop de 1D dans ma TL C'est encore pire,Mon Sep 30 19:02:10 +0000 2013,
RT @HabloSinCensura: RETWEET si quieres ganar seguidores Sigue a @Barquisimetanos y a @PoeticaCursi y obtn 100 Seguidores Rpido,Mon Sep 30 19:02:10 +0000 2013,
@Hom2icH feel free to grab me some starburst while you're there #Thanks,Mon Sep 30 19:02:10 +0000 2013,
new entry,Mon Sep 30 19:02:10 +0000 2013,
RT @_chasinghappy: My shop is officially open for business--come check it out (And enter the grand opening giveaway) http://tco/LoD9RIrb…,Mon Sep 30 19:02:10 +0000 2013,
@AnaFilipaCB OLHA COMPRA O 4 N TA MT CARO,Mon Sep 30 19:02:10 +0000 2013,
@kalkidaan_ @Aribellaxo we'll see,Mon Sep 30 19:02:10 +0000 2013,
Quer saber como perder gordura e chegar no vero com um corpo bem definido Clica no link http://tco/DHuORYxJNO,Mon Sep 30 19:02:10 +0000 2013,
Sexy beelden uit de nieuwe videoclip van Rihanna http://tco/CWZVmfsfbK #meiden,Mon Sep 30 19:02:10 +0000 2013,
RT @pmoneyvinson: How was I ever friends with you ,Mon Sep 30 19:02:10 +0000 2013,
Dieta rpida e saudvel para o vero: perca 4 kgs em 4 dias http://tco/rXtK3cCvFS,Mon Sep 30 19:02:10 +0000 2013,
RT @HablamosConAmor: Hazme saber que no me equivoque al elegirte al quererte al darlo todo por ti Hazme saber eso y que de verdad vales…,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @BestWeedPics: http://tco/0xFHqbpmdJ,
Dormi de lo lindo,Mon Sep 30 19:02:10 +0000 2013,
White House Daily Briefing - C-SPAN Video Library http://tco/XjiDHWaS66,Mon Sep 30 19:02:10 +0000 2013,
(),Mon Sep 30 19:02:10 +0000 2013,
@DarlingDobrev they can't help it They don't mature as quickly as girls,Mon Sep 30 19:02:10 +0000 2013,
@arygarcias misshottiexx is my KIK username hit me up if you are ready for fun,Mon Sep 30 19:02:10 +0000 2013,
@swagirldobieber sdv,Mon Sep 30 19:02:10 +0000 2013,
RT @SpectacularBSF: It's bad enough to be arrogant but to be arrogant and unaccomplished ought to be a crime,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @ClaClaClaClaraa: http://tco/tSR22IVegm,
with have and can me it at was when I a just can my all your that it this in a rt find just be for on and and I with all I we was and,Mon Sep 30 19:02:10 +0000 2013,
Onde vocs esto se informando sobre o IF cara No sei de nada,Mon Sep 30 19:02:10 +0000 2013,
http://tco/kJJtZYNTDm    3d ,Mon Sep 30 19:02:10 +0000 2013,
RT @biebermyniggah: @brbjustin top,Mon Sep 30 19:02:10 +0000 2013,
RT @ClementineBLS: Les gens ils tweet leur emploi du temps de demain trop parfait pendant que moi je me tape 8h-18h&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Mon Sep 30 19:02:10 +0000 2013,
@wh0pe @dalaaalmoufti @HudaSSD   ,Mon Sep 30 19:02:10 +0000 2013,
Chulinas mis compaeros dijeron que Violetta explot anochee :) re fanas ellos (,Mon Sep 30 19:02:10 +0000 2013,
Old blk men set in the ways :-(,Mon Sep 30 19:02:10 +0000 2013,
@bayleighpeace love youuuuuu,Mon Sep 30 19:02:10 +0000 2013,
Ended up working 3 hours overtime,Mon Sep 30 19:02:10 +0000 2013,
RT @LatestAbout1D: Niall just walked past fans at the hotel and said he couldn't stop because he's shit his pants via @1Dneews,Mon Sep 30 19:02:10 +0000 2013,
RT @delsasolorzano: Nepotismo y corrupcin en su mxima expresin RT @globovision: Sobrino de Cilia Flores es el nuevo Tesorero Nacional ht…,Mon Sep 30 19:02:10 +0000 2013,
RT @JonDoranSun: GREAT NEWS: dbl amputee soldier @birrell_david will achieve his dream of going racing thanks to @ScottishSun Rookie Racer,Mon Sep 30 19:02:10 +0000 2013,
"@UnAbueloDemente: Hombres directioners En mis tiempos les decan maricones" Te hablan @edgarontiveros7,Mon Sep 30 19:02:10 +0000 2013,
RT @WiseCoachCarter: If you are bitter that means they got the best of you If they got the best of you that means they won,Mon Sep 30 19:02:10 +0000 2013,
@ingarf http://tco/v3naN9QdNZ,Mon Sep 30 19:02:10 +0000 2013,
Wed eve - live comedy at Amsterdam Bar http://tco/yApJUDGA2T,Mon Sep 30 19:02:10 +0000 2013,
RT @Mac_jefferson: Dreamchasers 3 slaps  @MeekMill put in work on this mixtape,Mon Sep 30 19:02:10 +0000 2013,
@parrotkid @Noespat @_navyssime I've heard the blue da ba dee da ba da tune before though I just searched it on youtube,Mon Sep 30 19:02:10 +0000 2013,
RT @jtimberlake: #The2020Experience #2of2 is now outEVERYWHERE,Mon Sep 30 19:02:10 +0000 2013,
Stop trying to act cool lol,Mon Sep 30 19:02:10 +0000 2013,
@lipstiklerim bende seniii,Mon Sep 30 19:02:10 +0000 2013,
Wanting to spark a bluuunt rn,Mon Sep 30 19:02:10 +0000 2013,
@powerpoint111          ,Mon Sep 30 19:02:10 +0000 2013,
RT @Harry_Styles: Perth you were amazing the last few days Thank you so much for having us Struth,Mon Sep 30 19:02:10 +0000 2013,
Away to fill car up with petrol chance of running out before i get there #probable,Mon Sep 30 19:02:10 +0000 2013,
#_          #_ # # # # # #Kuwait #Ksa #Iraq,Mon Sep 30 19:02:10 +0000 2013,
RT @hqwe71:            ,Mon Sep 30 19:02:10 +0000 2013,
Howay the lads,Mon Sep 30 19:02:10 +0000 2013,
RT @purplebieber: A house isn't a home unless there's WiFi,Mon Sep 30 19:02:10 +0000 2013,
RT @AuraFaurizkaN_: bisa tercapai apa yg gue mao "@ilysm_mydear: #MiminNanya Apa octoberwish kamu",Mon Sep 30 19:02:10 +0000 2013,
RT @bellune972: Avec Likoukou,Mon Sep 30 19:02:10 +0000 2013,
Harry Reids #shutdown Why did #Dems vote against scrapping medical device tax when 79 of them voted 4 it this summer #Obamacare,Mon Sep 30 19:02:10 +0000 2013,
RT @LifeAsParty: I silently mouth the words "what the fuck" at least 20 times a day,Mon Sep 30 19:02:10 +0000 2013,
ai twitter como voce ta badalado kkk,Mon Sep 30 19:02:10 +0000 2013,
10,Mon Sep 30 19:02:10 +0000 2013,
@hamdibenarfa tu met qoi alr,Mon Sep 30 19:02:10 +0000 2013,
@Wrighty_8 Barry,Mon Sep 30 19:02:10 +0000 2013,
RT @faw_ksa:            (     ),Mon Sep 30 19:02:10 +0000 2013,
@AleiDuhh 's car always smells like tanning lotion and burnt skin #tannation,Mon Sep 30 19:02:10 +0000 2013,
Votre mari vous aide-t-il dans l’ducation de vos enfants ,Mon Sep 30 19:02:10 +0000 2013,
MLA format Never done it but it's something new,Mon Sep 30 19:02:10 +0000 2013,
And Taco Bus is gonna be there My idea of a good day :D,Mon Sep 30 19:02:10 +0000 2013,
“@EllSee12: We can go through fire but it won't make us leave each other”,Mon Sep 30 19:02:10 +0000 2013,
RT @mariomonster13: ste es el momento en el que todo corazn late a mil por ahora disfrutando de esta preciosa mujer con una mgica voz h…,Mon Sep 30 19:02:10 +0000 2013,
I don't understand why he's mad but oh well it ain't my fault,Mon Sep 30 19:02:10 +0000 2013,
 http://tco/oSDixQSbpA,Mon Sep 30 19:02:10 +0000 2013,
RT @erlnano: En la plaza del pueblo de tranquileo con @juanmaparaiso,Mon Sep 30 19:02:10 +0000 2013,
oe:          ,Mon Sep 30 19:02:10 +0000 2013,
@IkerdelaFuente menudo fantassssma,Mon Sep 30 19:02:10 +0000 2013,
Today stats: 2 followers No unfollowers and followed 5 people via http://tco/b3pyDs2tYZ,Mon Sep 30 19:02:10 +0000 2013,
Dadan gelipte badakini kovmaya ynelik bir paket #PaketeYorumum olmam bidaha yapn bence,Mon Sep 30 19:02:10 +0000 2013,
Quiero ir al cine,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @ElodieReyter: Matt Goss Mustang #lifeyouimagine mood on evening  @mattgoss I love your voice so much  http://tco/aOY30c8Ipp http:/…,
Ya en casa buena tarde con los primitos,Mon Sep 30 19:02:10 +0000 2013,
@malikrkmz sessizdedir noolduuuu ,Mon Sep 30 19:02:10 +0000 2013,
kayleighnessx3 is the cutest person ever  http://tco/a73wwHjeb7,Mon Sep 30 19:02:10 +0000 2013,
Holaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Mon Sep 30 19:02:10 +0000 2013,
What have I done to annoy my dad it's not like I am a rebellious teenager,Mon Sep 30 19:02:10 +0000 2013,
@Letybatres does your phone worrk now,Mon Sep 30 19:02:10 +0000 2013,
:2: :4280 :-:2013/10/08 00:14 http://tco/VrEOzvvVho # # #sougofollow #,Mon Sep 30 19:02:10 +0000 2013,
@msjohannisson bratwurst,Mon Sep 30 19:02:10 +0000 2013,
@isaabertini  qual  o seu face,Mon Sep 30 19:02:10 +0000 2013,
@MMercedesLeon asi es el amor jajaja,Mon Sep 30 19:02:10 +0000 2013,
Honestly goodnight,Mon Sep 30 19:02:10 +0000 2013,
@Lulu_Mak http://tco/a0GSUDB0nF,Mon Sep 30 19:02:10 +0000 2013,
That short lil 50 min nap &gt;&gt;&gt;&gt;&gt;,Mon Sep 30 19:02:10 +0000 2013,
@AreyouTerry he didn't rate you,Mon Sep 30 19:02:10 +0000 2013,
@Dementez77 mano olha pfv - http://tco/knzTxlVNV0,Mon Sep 30 19:02:10 +0000 2013,
@Banefit thank you,Mon Sep 30 19:02:10 +0000 2013,
RT @ZodiacoHoy: #Libra Deja de quejarte por todo y ser tan malhumorado ests consiguiendo que las personas ya no quieran estar mas a tu la…,Mon Sep 30 19:02:10 +0000 2013,
@Kookook777         ,Mon Sep 30 19:02:10 +0000 2013,
Make IMPOSSIBLE  Possible ,Mon Sep 30 19:02:10 +0000 2013,
"YOU CANT SNEAK UP ON PEOPLE WHEN YOURE COVERED IN CRUNCHY PASTA" #askaninja,Mon Sep 30 19:02:10 +0000 2013,
#hot #movie #news Another Day Another Time: Celebrating the Music of http://tco/s7fT7WFt6H http://tco/XoG9ewnO4u #socialshakeup,Mon Sep 30 19:02:10 +0000 2013,
Photos: Supernatural – Season 9 Gallery Singles http://tco/Tv0P8Krt02 #supernatural #photos #gallerysingles #season9 #CW @YECdotcom,Mon Sep 30 19:02:10 +0000 2013,
oh mon dieu que j'ai ri idkw #lrt,Mon Sep 30 19:02:10 +0000 2013,
Seguidores Reais Eu ganho no #addseguidores Esse site arrebenta 30/09 visita l -wwwaddseguidorescombr #meutwitterfavorito,Mon Sep 30 19:02:10 +0000 2013,
        ,Mon Sep 30 19:02:10 +0000 2013,
RT @M7mdAboSoliman:            ,Mon Sep 30 19:02:10 +0000 2013,
Would love to watch this match but going out for a tattooIs it clever not having any idea what to have half hour before appointment,Mon Sep 30 19:02:10 +0000 2013,
RT @Jbreit9: “@emoore94: Literally h8 this class”,Mon Sep 30 19:02:10 +0000 2013,
@Dobleache panico en el carrefur,Mon Sep 30 19:02:10 +0000 2013,
RT"@selii_lina: " I have a feeling that you just insulted me --,Mon Sep 30 19:02:10 +0000 2013,
@Prisonscape Great post,Mon Sep 30 19:02:10 +0000 2013,
            ,Mon Sep 30 19:02:10 +0000 2013,
@LeoonieMescudi @_Niraoush :))),Mon Sep 30 19:02:10 +0000 2013,
“@ajweiler: Fuck school Make music” o,Mon Sep 30 19:02:10 +0000 2013,
#UmOrgulhoChamadoDeniseRocha,Mon Sep 30 19:02:10 +0000 2013,
RT @ali77x:             ,Mon Sep 30 19:02:10 +0000 2013,
RT @ClappDan: Fuck cancer,Mon Sep 30 19:02:10 +0000 2013,
http://tco/DLdtM9TAwy   ,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @sophie_gilder: I WANT I WANT I WANT BUT THATS CRAZY http://tco/LQhG9feNZS,
@xcharlotte___x de gevangenis in ,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @Real_Liam_Payne: Hey girls http://tco/C9MTVAsDkQ,
@preeti_simoes @Anupmatripathi @KapilSharmaK9 a very brilliantly written article :) good sourcing very informative for fans like me :),Mon Sep 30 19:02:10 +0000 2013,
BB7 They are also Chutiye like you Kamaal Bhai RT"@kamaalrkhan: Good night and kiss to 125k ppl who have watched my video of #BiggBoss7",Mon Sep 30 19:02:10 +0000 2013,
Move on,Mon Sep 30 19:02:10 +0000 2013,
@st_jimmy98 and they should also think about who they fucked ,Mon Sep 30 19:02:10 +0000 2013,
       ,Mon Sep 30 19:02:10 +0000 2013,
Me and you until the end,Mon Sep 30 19:02:10 +0000 2013,
                     #,Mon Sep 30 19:02:10 +0000 2013,
Don — idk zijn er nog meer http://tco/TWa4CgsiwJ,Mon Sep 30 19:02:10 +0000 2013,
Finally my app works ,Mon Sep 30 19:02:10 +0000 2013,
RT @IAMM_2JAEZZ: @ThatBoy_Diggy I was starving you just dnt understand,Mon Sep 30 19:02:10 +0000 2013,
RT @0817_up: #RETWEET#TFBJP #TEAMFAIRYROSE #mustfollow #Followers Thanks My( #Retweets #Followers #Favorites ) #FOLLOWNGAIN 225,Mon Sep 30 19:02:10 +0000 2013,
@jansmitters over een maand of 9 weer geboortegolf daar ;),Mon Sep 30 19:02:10 +0000 2013,
Que tal ganhar muitos seguidores reais  S hoje 30/09 #addseguidores -wwwaddseguidorescombr #WeLoveYouHarryStyles,Mon Sep 30 19:02:10 +0000 2013,
@thebiebzgalaxy seguindo &gt;,Mon Sep 30 19:02:10 +0000 2013,
      ,Mon Sep 30 19:02:10 +0000 2013,
RT @QuoteAdo_: Mon astuce pour avoir autant de followers Envoies FOLLOWERS au 81156 succs garantis 45,Mon Sep 30 19:02:10 +0000 2013,
Kz benimle yat tabi canm tabi :),Mon Sep 30 19:02:10 +0000 2013,
,Mon Sep 30 19:02:10 +0000 2013,
#OperationLovatoWorldTour,Mon Sep 30 19:02:10 +0000 2013,
RT @taynisai_:  O ,Mon Sep 30 19:02:10 +0000 2013,
RT @LaauraLny: Ma mimi mathy d'amour &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,Mon Sep 30 19:02:10 +0000 2013,
[]       http://tco/2gErUkrNCK #News @HashtagPress,Mon Sep 30 19:02:10 +0000 2013,
@justinbieber @goodnight baby Love you so much,Mon Sep 30 19:02:10 +0000 2013,
Mon Sep 30 19:02:10 +0000 2013,RT @Riy_Local:  :       http://tco/Ikm2QcnfLJ,
That awkward moment when you put something in a safe place so you don't lose it then you forget where that safe place is,Mon Sep 30 19:02:10 +0000 2013,
  @juanitamart47,Mon Sep 30 19:02:10 +0000 2013,
  http://tco/U05D5Kt39o,Mon Sep 30 19:02:10 +0000 2013,
Para que engaar si se tiene Amor,Mon Sep 30 19:02:10 +0000 2013,
@Francogleiva ajajajajajajaja,Mon Sep 30 19:02:10 +0000 2013,
@Bebbrell lol what's bubble tea :),Mon Sep 30 19:02:10 +0000 2013,
Selek kosanmu lumuten ok"@ockykymoccy: Ngebet amat nyuruh gue kejogja --",Mon Sep 30 19:02:10 +0000 2013,
At $500 you may want to nurse this martini slowly - To celebrate the completion of a $1 million-renovation of… https://tco/RiqeKtZLAh,Mon Sep 30 19:02:10 +0000 2013,
http://tco/1lUtgOjvPG    9    http://tco/1lUtgOjvPG,Mon Sep 30 19:02:10 +0000 2013,
5364 Hasta mis amigos todo el dia igual jaja TODO POR UN SUEO #TonyPresentameATheWantedEnCCME http://tco/qtm8yQP9sZ,Mon Sep 30 19:02:10 +0000 2013,
RT @rihanna: #RiRiHeartsMAC collection sold out in an hour #NAVYeffect THANKS TO ALL MY #MACgals baby Y'all killin it in dese skreets …,Mon Sep 30 19:02:10 +0000 2013,
RT @Vierratale: Lagii prosess :D RT “@PangestuNugerah: kpn album ke 3 keluar RT @Vierratale: Hi #vierrania ~ :) udah pada makan belum”,Mon Sep 30 19:02:10 +0000 2013,
