Name	Type	Latitude	Longitude	City	Country	
pwc - glasgow	office	55.8614048454	-4.2638540268	glasgow	united kingdom	
hsbc	office	55.8613077473	-4.2644757981		united kingdom	
141 bothwell st	building	55.8614402201	-4.2638466293		united kingdom	
the edward wylie (wetherspoon)	pub	55.8614497254	-4.2631120233	glasgow	united kingdom	
waterloo st x7677 stop	bus line	55.8606354755	-4.2626850612		united kingdom	
the admiral	pub	55.8607830714	-4.2631131109	glasgow	united kingdom	
jacobs engineering	office	55.8612831508	-4.2625690732	glasgow	united kingdom	
limelight bar  grill	restaurant	55.860634	-4.263222		united kingdom	
mccurrach	office	55.860645	-4.263299		united kingdom	
resurgence of trout	general entertainment	55.8614285096	-4.2626360366		united kingdom	
bus stop 6090192	bus station	55.8609500732	-4.2627760267	glasgow	united kingdom	
holm street x west campbell street	road	55.8612733294	-4.2627102804		united kingdom	
waterloo street (60903598)	bus station	55.8612022867	-4.263079408		united kingdom	
get trained scotlands glasgow office	office	55.86117	-4.262849	glasgow	united kingdom	
350 argyle st	home (private)	55.8567544809	-4.2582560533		united kingdom	
gamma telecom	professional  other places	55.8615228235	-4.2623054229	glasgow	united kingdom	
the opera		55.860667	-4.263175		united kingdom	
hays blythswood sq	office	55.861174	-4.262535	glasgow	united kingdom	
g2 6 ph	vegetarian  vegan restaurant	55.861292	-4.263198	glasgow	united kingdom	
sns group	office	55.860961	-4.262635	glasgow	united kingdom	
live at the star	music venue	55.8606461937	-4.2627167702	glasgow	united kingdom	
faith mission bookshop	bookstore	55.861265	-4.262775		united kingdom	
ignis asset management	office	55.8614676188	-4.2613489616	glasgow	united kingdom	
bothwell street	road	55.8613612804	-4.2618506825	glasgow	united kingdom	
philpotts	sandwich place	55.8613500886	-4.2617508728	glasgow	united kingdom	
marks  spencer simply food	grocery store	55.8613205515	-4.2615044117	glasgow	united kingdom	
viva brazil	brazilian restaurant	55.8614048454	-4.262201786	glasgow	united kingdom	
costa coffee	coffee shop	55.8612482994	-4.2616224289	glasgow	united kingdom	
metro	sandwich place	55.8613602856	-4.2616150614		united kingdom	
pret a manger	sandwich place	55.8611760472	-4.261225462	glasgow	united kingdom	
viva ristorante	italian restaurant	55.8611423861	-4.2617819895	glasgow	united kingdom	
superdrug	cosmetics shop	55.861292	-4.261421	glasgow	united kingdom	
run 4 it	sporting goods shop	55.8612242154	-4.2614078522	glasgow	united kingdom	
run 4 it	other great outdoors	55.861238262	-4.2613699715		united kingdom	
d. a. calder	financial or legal service	55.8614909559	-4.2614610856	glasgow	united kingdom	
idox plc glasgow	office	55.861305	-4.262017	glasgow	united kingdom	
alexander sloan	office	55.8611134451	-4.26151613	glasgow	united kingdom	
spectrum building	building	55.860732	-4.262223	glasgow	united kingdom	
the bothy slc	caf?	55.861497	-4.262174		united kingdom	
tm lewin	clothing store	55.861196521	-4.2617895685	glasgow	united kingdom	
mercantile		55.861209	-4.261443	glasgow	united kingdom	
beauty and nails	nail salon	55.8606811289	-4.2620536943	glasgow	united kingdom	
time assistant hq	building	55.861095	-4.261454	glasgow	united kingdom	
sage	professional  other places	55.8609471	-4.2615062	glasgow	united kingdom	
red lion		55.86144	-4.261703	glasgow	united kingdom	
the grill on the corner	steakhouse	55.8611399211	-4.2601633072	glasgow	united kingdom	
starbucks	coffee shop	55.8610315424	-4.2605495453	glasgow	united kingdom	
sainsburys local	grocery store	55.861213	-4.26045299	glasgow	united kingdom	
madness theatre of fun	karaoke bar	55.8612421148	-4.2602642967	glasgow	united kingdom	
the edward wylie (wetherspoon)	pub	55.861127879	-4.2602920532	glasgow	united kingdom	
wellington street	road	55.8612603415	-4.2601203918	glasgow	united kingdom	
pizza crolla	fish  chips shop	55.8614080272	-4.2600822081		united kingdom	
the go group business  training centre	building	55.8610024552	-4.2601616695		united kingdom	
capita hartshead	office	55.86125	-4.260285	glasgow	united kingdom	
go centre	event space	55.861161	-4.261052		united kingdom	
psvita launch event	general entertainment	55.8613006608	-4.2609825908		united kingdom	
randstad care	office	55.8615018	-4.2606226		united kingdom	
blackhouse.co.uk	restaurant	55.8613569	-4.2609117		united kingdom	
2nd floor mercantile chambers - social media week	general entertainment	55.8610917528	-4.2608714104	glasgow	united kingdom	
quotables hq	building	55.860789	-4.260972	glasgow	united kingdom	
purity it	office	55.8611640052	-4.2610430717	glasgow	united kingdom	
75 bothwell street		55.861434	-4.260106		united kingdom	
purity it	office	55.8611700262	-4.2610430717	glasgow	united kingdom	
crumbs	fast food restaurant	55.8611884768	-4.2597114695	glasgow	united kingdom	
toby jug	pub	55.8606717833	-4.2589536309		united kingdom	
bella italia	italian restaurant	55.860964	-4.2587976667	glasgow	united kingdom	
got the munchies	sandwich place	55.8608027421	-4.2588758469	glasgow	united kingdom	
bus stop no.60903519	bus line	55.8606507161	-4.2589998486	glasgow	united kingdom	
cheque centre	miscellaneous shop	55.8611554688	-4.2588856999		united kingdom	
		55.8607425312	-4.2595410347		united kingdom	
bus stop (hope st.)	bus line	55.860662	-4.258945		united kingdom	
fit body boot camp	gym	55.8610917528	-4.2591762543	glasgow	united kingdom	
glasgow international school of english language	general college  university	55.8607181376	-4.2597259247	glasgow	united kingdom	
the glasgow kilt shop	clothing store	55.861164	-4.258844	glasgow	united kingdom	
chapter house cafe  wesley owen	caf?	55.861343	-4.259407		united kingdom	
6central		55.8610413429	-4.2592894429	glasgow	united kingdom	
city car club vehicle	rental car location	55.8609592898	-4.2589402199	glasgow	united kingdom	
stereo	bar	55.8611075657	-4.2578308485	glasgow	united kingdom	
santander	bank	55.8610797108	-4.2587256432	glasgow	united kingdom	
ad lib	bar	55.860685	-4.2586702	glasgow	united kingdom	
the old hairdressers	nightlife spot	55.8610328231	-4.257654938	glasgow	united kingdom	
hope street	road	55.8612121734	-4.2584681511	glasgow	united kingdom	
st vincent street hope street	bus station	55.8612940604	-4.2586046127		united kingdom	
123 st.vincent street		55.8612729887	-4.2577150506		united kingdom	
lauries	coffee shop	55.8613807615	-4.2584896088	glasgow	united kingdom	
barolo grill beer garden	italian restaurant	55.861292	-4.258015		united kingdom	
jack mcphee	diner	55.861481	-4.258437		united kingdom	
craig andrew hairdressing	salon  barbershop	55.860992	-4.258038		united kingdom	
harper macleod llp	office	55.861298	-4.258591	glasgow	united kingdom	
reardens	other nightlife	55.861281	-4.258016		united kingdom	
mcginn	bar	55.860942	-4.258019		united kingdom	
newsbox	miscellaneous shop	55.8606425007	-4.257820892	glasgow	united kingdom	
esquires	coffee shop	55.8609059972	-4.2586	glasgow	united kingdom	
130 st vincent street	office	55.8614959717	-4.2580089569	glasgow	united kingdom	
rebecca torres	boutique	55.860846	-4.25848		united kingdom	
bus stop		55.8615	-4.2581	glasgow	united kingdom	
standard building	office	55.8609104238	-4.2587308156	glasgo	united kingdom	
royal glasgow institute of fine arts kelly gallery	art gallery	55.8606936353	-4.258703286	glasgow	united kingdom	
usa nails	nail salon	55.8607581	-4.257742	glasgow	united kingdom	
working links	coworking space	55.8609737832	-4.2579335302		united kingdom	
real uncles house citycentre	home (private)	55.8567544809	-4.2582560533		united kingdom	
piglets	breakfast spot	55.86096605	-4.258696384		united kingdom	
go group	office	55.8612852791	-4.2583701204	glasgow	united kingdom	
urban uk	office	55.8614530133	-4.2581033707	glasgow	united kingdom	
scottish local offices	office	55.860851	-4.258621	glasgow	united kingdom	
drum  monkey	pub	55.8614151159	-4.2565791607	glasgow	united kingdom	
turnberry house	office	55.8613328034	-4.2574505323	glasgow	united kingdom	
china sea	chinese restaurant	55.860794	-4.25664	glasgow	united kingdom	
steampunk cafe	bar	55.861034	-4.256738		united kingdom	
charcoals	indian restaurant	55.8611519631	-4.2566978931	glasgow	united kingdom	
qa	college technology building	55.8610053221	-4.2569036106	glasgow	united kingdom	
yue hao supermarket	convenience store	55.8608131409	-4.2569050789		united kingdom	
replay	nightclub	55.8607118012	-4.2568587458	glasgow	united kingdom	
cafe express	caf?	55.8610606886	-4.2575339049	glasgow	united kingdom	
cafe fresh	caf?	55.8611845168	-4.2568885267	glasgow	united kingdom	
		55.8611640052	-4.2574596405		united kingdom	
renfield street dental care	dentists office	55.8607666156	-4.2568159103	glasgow	united kingdom	
platinum lace	strip club	55.86141	-4.256715	glasgow	united kingdom	
orthidontis	home (private)	55.8567544809	-4.2582560533		united kingdom	
no. 26 bus (mcgills)	bus line	55.8610218624	-4.2566101432	paisley	united kingdom	
le drapeau noir	performing arts venue	55.86106	-4.256923	glasgow	united kingdom	
black  lizars	miscellaneous shop	55.8607413527	-4.2565362975	glasgoe	united kingdom	
renfield st careers scotland centre	government building	55.8607750273	-4.2569239769	glasgow	united kingdom	
baguette express	fast food restaurant	55.8612964675	-4.256772995	glasgow	united kingdom	
the dental clinic		55.8606982419	-4.2566811059		united kingdom	
hbos	bank	55.8606444491	-4.2571348607	glasgow	united kingdom	
somerfield	grocery store	55.8608049058	-4.2568856172	glasgow	united kingdom	
skn	cosmetics shop	55.8607610197	-4.2565972455		united kingdom	
central news	smoke shop	55.86137951	-4.257074	glasgow	united kingdom	
saks	salon  barbershop	55.860808	-4.256857		united kingdom	
clements		55.860819	-4.256888	glasgow	united kingdom	
hotel chocolat	candy store	55.860655	-4.256794		united kingdom	
heavenly pole		55.8606646	-4.2569535	glasgow	united kingdom	
the horse shoe bar	pub	55.8609592898	-4.2562043667	glasgow	united kingdom	
costa coffee	coffee shop	55.8612362574	-4.255399704	glasgow	united kingdom	
carluccios	italian restaurant	55.8608337344	-4.2554623036	glasgow	united kingdom	
vespbar	bar	55.8610001123	-4.2558043293	glasgow	united kingdom	
360crm office	office	55.8615300959	-4.2556078714	glasgow	united kingdom	
china buffet king	chinese restaurant	55.8610556266	-4.2553138733	glasgow	united kingdom	
greggs	bakery	55.8611098159	-4.2553889751	glasgow	united kingdom	
curle stewart llp	financial or legal service	55.860706	-4.255617		united kingdom	
patisserie valerie west nile street	restaurant	55.86109	-4.255454	glasgow	united kingdom	
failte	bar	55.861268705	-4.2557656843		united kingdom	
bpp professional education		55.860846	-4.255786	glasgow	united kingdom	
hsbc	bank	55.8607425312	-4.2557430267	glasgow	united kingdom	
the mens store		55.86105185	-4.255608	glasgow	united kingdom	
paperinos	italian restaurant	55.8613807615	-4.255335331	glasgow	united kingdom	
mr. pretzel	bakery	55.861271	-4.255992		united kingdom	
aspecto	mens store	55.8608595605	-4.2554787806	glasgow	united kingdom	
fat buddha store	miscellaneous shop	55.8613556698	-4.2554462094	glasgow	united kingdom	
the progressive view		55.861296	-4.255509		united kingdom	
kavanagh coyle ltd	office	55.8612242154	-4.2553138733	glasgow	united kingdom	
news plus	convenience store	55.860665	-4.256123		united kingdom	
clark boyle  co	office	55.860641	-4.255893		united kingdom	
360innovate	office	55.8610014372	-4.2554104328	glasgow	united kingdom	
sony centre	electronics store	55.8608990792	-4.2557644844	glasgow	united kingdom	
bradfords family bakers and confectioners	bakery	55.860659	-4.256226	milngavie	united kingdom	
chelford sap	office	55.861492	-4.256024		united kingdom	
tsb bank	bank	55.861106	-4.25598	glasgow	united kingdom	
ohenrys	bar	55.86126455	-4.2559723	glasgow	united kingdom	
alliance  leicester		55.8613492857	-4.2553607714	glasgow	united kingdom	
rumours kopitiam		55.861465	-4.255661		united kingdom	
all bar one	bar	55.8613807615	-4.2552280426	glasgow	united kingdom	
st vincent street post office	post office	55.8612121734	-4.254219532	glasgow	united kingdom	
pesto	italian restaurant	55.8613393285	-4.2548799728	glasgow	united kingdom	
patisserie valerie	french restaurant	55.8611123082	-4.2550887014		united kingdom	
tsb bank	bank	55.8611880893	-4.2542409897	glasgow	united kingdom	
pesto italian restaurants	italian restaurant	55.8610917528	-4.2543804646	glasgow	united kingdom	
rbs	bank	55.8608654113	-4.254465877	glasgow	united kingdom	
russell  bromley	shop  service	55.8610936201	-4.2547299771	glasgow	united kingdom	
long tall sally	womens store	55.8614091593	-4.2549773383	glasgow	united kingdom	
slanj	clothing store	55.8613506565	-4.2552816868	glasgow	united kingdom	
halifax bank of scotland	bank	55.861283451	-4.2548129544		united kingdom	
the fruit canteen	juice bar	55.8606652149	-4.2544868064		united kingdom	
drury street renfield street	bus station	55.8609104096	-4.2541648578		united kingdom	
city news	convenience store	55.8612469514	-4.2552952029		united kingdom	
tontine house	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
web energy	office	55.86128622	-4.2541814333	glasgow	united kingdom	
pizza gaffe		55.860686	-4.254887	edinburgh	united kingdom	
apple store	electronics store	55.8612603415	-4.2537689209	glasgow	united kingdom	
starbucks	coffee shop	55.8613566775	-4.2537045479	glasgow	united kingdom	
st vincent street	road	55.861299793	-4.2543515217		united kingdom	
clydesdale bank head office	office	55.8610827213	-4.2531359196	glasgow	united kingdom	
diesel	clothing store	55.8607417345	-4.2539597	glasgow	united kingdom	
prezzo	italian restaurant	55.8610496056	-4.2535114288	glasgow	united kingdom	
jack wills	clothing store	55.8610421202	-4.253801268	glasgow	united kingdom	
urban bar  brasserie	cocktail bar	55.860983374	-4.2530608177	glasgow	united kingdom	
the style mile	clothing store	55.861226	-4.253672	glasgow	united kingdom	
glasgow scotland	castle	55.8610663511	-4.2535902103		united kingdom	
bibis bakery	cupcake shop	55.8604561788	-4.2556525671	glasgow	united kingdom	
hilton	hotel	55.861423	-4.253898	auckland	united kingdom	
james pringle weavers	miscellaneous shop	55.8612010993	-4.2538375856	glasgow	united kingdom	
tiso	sporting goods shop	55.8606548271	-4.2539328376	glasgow	united kingdom	
phones4u	electronics store	55.8609257525	-4.2537684585	glasgow	united kingdom	
topman	mens store	55.8614951601	-4.2535275221	glasgow	united kingdom	
fat frog social media ltd	office	55.860876	-4.253759	glasgow	united kingdom	
hector russell kiltmaker	clothing store	55.8606702781	-4.253924489	glasgow	united kingdom	
st vincent place	office	55.861336486	-4.2535024611		united kingdom	
oconnors	bar	55.8610762916	-4.2540902815		united kingdom	
tm lewin	clothing store	55.8608584606	-4.253869174	glasgow	united kingdom	
3d map	general travel	55.8609005755	-4.2539171148		united kingdom	
sooooug <3	afghan restaurant	55.861256	-4.253817		united kingdom	
turris	building	55.8609678671	-4.2537622725	glasgow	united kingdom	
charlie browns	sandwich place	55.8612323396	-4.2530794918	glasgow	united kingdom	
48 st vincent street	office	55.861216	-4.25409		united kingdom	
rainbow room international	salon  barbershop	55.8607051915	-4.2541175451	glasgow	united kingdom	
cirque bar	bar	55.86143	-4.2532		united kingdom	
jones bootmaker	shoe store	55.8606995773	-4.2539649364	glasgow	united kingdom	
bus stop 6090175	bus station	55.86099	-4.253185		united kingdom	
molly malones	bar	55.8612538993	-4.2530735628	glasgow	united kingdom	
westerwood golf course	golf course	55.8614225594	-4.2530162693	cumbernauld village	united kingdom	
bto	building	55.8613023143	-4.2536246339	glasgow	united kingdom	
glasgow chiropractic	hospital	55.861237	-4.25371	glasgow	united kingdom	
iphone 5 queue	electronics store	55.861111	-4.253887		united kingdom	
pink	clothing store	55.8606479242	-4.2538100952	glasgow	united kingdom	
clarins skin spa	spa  massage	55.8609732807	-4.2537631394	glasgow	united kingdom	
trevor chisman	spa  massage	55.861182	-4.253654	glasgow	united kingdom	
jade garden		55.86136	-4.253213		united kingdom	
relax  renew	spa  massage	55.8609442372	-4.2536562681	glasgow	united kingdom	
d8 digital	office	55.861261	-4.253919		united kingdom	
united colors of benetton	clothing store	55.860923	-4.254134	glasgow	united kingdom	
iso design	office	55.861357	-4.253579		united kingdom	
skipton building society	bank	55.8612121734	-4.2534041405	glasgow	united kingdom	
caf? andaluz	tapas restaurant	55.8609231635	-4.2524385452	glasgow	united kingdom	
the auctioneers	bar	55.860788	-4.252517	glasgow	united kingdom	
subway	sandwich place	55.861088	-4.252011	glasgow	united kingdom	
glasgow news	smoke shop	55.8610163511	-4.2520064083	glasgow	united kingdom	
st vincent street bus stop 609075	bus line	55.8611905531	-4.2529888076	glasgow	united kingdom	
the counting house (wetherspoon)	restaurant	55.8609583479	-4.251627612	glasgow	united kingdom	
pret a manger	sandwich place	55.8607545734	-4.2514300346	glasgow	united kingdom	
drouthys	pub	55.8606522148	-4.2516338825	glasgow	united kingdom	
red karpers crib	residential building (apartment  condo)	55.8608207703	-4.2515163422		united kingdom	
la vita pizzeria	pizza place	55.8607786577	-4.2515158653	glasgow	united kingdom	
eli?	greek restaurant	55.8612362574	-4.2508292198	glasgow	united kingdom	
olympic house	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
rainbow room international	salon  barbershop	55.861123	-4.250893	glasgow	united kingdom	
tourist information center	general travel	55.8610966666	-4.250820991	glasgow	united kingdom	
greggs	bakery	55.8608268264	-4.2514300346	glasgow	united kingdom	
glasgow chamber of commerce	office	55.861513223	-4.2515051365	glasgow	united kingdom	
winterfest george square		55.8614775161	-4.2508102482	glasgow	united kingdom	
max serviced apartments	hotel	55.86069	-4.251514		united kingdom	
merchant city dental	dentists office	55.8607343226	-4.2512253406	glasgow	united kingdom	
james duns house	salon  barbershop	55.86078497	-4.25143887		united kingdom	
lofi studios		55.861508	-4.251149	glasgow	united kingdom	
merchants house	building	55.861188	-4.250728	glasgow	united kingdom	
bupa occupational health centre	medical center	55.8613073007	-4.2513029171	glasgow	united kingdom	
susanne christyne bridal	bridal shop	55.8613739014	-4.251019001	glasgow	united kingdom	
jamaica	moving target	55.8611146	-4.2512701		united kingdom	
scotts pad	home (private)	55.8572624224	-4.2435447177		united kingdom	
lo fi	general entertainment	55.861292	-4.250946		united kingdom	
greater glasgow  clyde valley tourist board	general travel	55.8608147842	-4.2511296272	glasgow	united kingdom	
ingram bar	bar	55.860627	-4.251583	glasgow	united kingdom	
hannah + liams	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
anderson strathern	financial or legal service	55.8607184468	-4.2507058382	glasgow	united kingdom	
registers of scotland	government building	55.8613089937	-4.2509777761	glasgow	united kingdom	
barony bar	bar	55.860899	-4.251109		united kingdom	
juntion bar		55.860937	-4.251108	glasgow	united kingdom	
phoenix pub  grill	pub	55.860931	-4.251085	glasgow	united kingdom	
george square	plaza	55.8611640052	-4.2502069473	glasgow	united kingdom	
jamies italian	italian restaurant	55.8608147842	-4.250164032	glasgow	united kingdom	
deloitte	office	55.860785116	-4.2502602134		united kingdom	
lomond house	office	55.8607483841	-4.2502843119		united kingdom	
glasgow city sightseeing tour	bus line	55.8610797108	-4.2495203018	glasgow	united kingdom	
georgics	bar	55.861184	-4.250284		united kingdom	
starstich	tailor shop	55.861298	-4.250144		united kingdom	
ernst  young	office	55.8613405696	-4.2505188445		united kingdom	
g1 building	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
rabbies trail burners tours	general travel	55.86147	-4.250245	glasgow	united kingdom	
fat face	clothing store	55.861292	-4.249614	glasgow	united kingdom	
watches of switzerland	jewelry store	55.8625400324	-4.2530031535		united kingdom	
caffe nero	caf?	55.861292	-4.249593		united kingdom	
sir walter scott monument	monument  landmark	55.8611519631	-4.2502176762	glasgow	united kingdom	
strathclyde university muslim student association (sumsa)	mosque	55.8612327157	-4.2500336766	glasgow	united kingdom	
centre for sports recreation	athletics  sports	55.861191	-4.249681		united kingdom	
crabtree  evelyn	cosmetics shop	55.861302	-4.249897		united kingdom	
glasgow on ice	general entertainment	55.861382228	-4.2504332441		united kingdom	
glasgows most benign protest ever	comedy club	55.8609628633	-4.2496509839		united kingdom	
great scottish run		55.8614698804	-4.2504894454	glasgow	united kingdom	
j f kennedy bv 16th st	plaza	55.861006	-4.250079	glasgow	united kingdom	
j f kennedy bl	road	55.8611550462	-4.2503156606		united kingdom	
city chambers	government building	55.8610014372	-4.2490804195	glasgow	united kingdom	
browns	cocktail bar	55.8607252028	-4.2494395953	glasgow	united kingdom	
blue inc	clothing store	55.861292	-4.249055		united kingdom	
afco	government building	55.8612813791	-4.2491910397		united kingdom	
glasgow city council financial services	government building	55.8611195265	-4.2490547979	glasgow	united kingdom	
johnnies	indian restaurant	55.861314	-4.248789		united kingdom	
platform 8 glasgow queen street  lower level	platform	55.861254	-4.249248		united kingdom	
mccools		55.8606497018	-4.2492613729		united kingdom	
royal navy recruitment centre	military base	55.861292	-4.249333	glasgow	united kingdom	
pratamas (63 70 queen street glasgow)		55.861058	-4.248589		united kingdom	
arch st 15th street	plaza	55.86148	-4.249228	glasgow	united kingdom	
pratamas palace		55.861058	-4.248589		united kingdom	
witherspoons	brewery	55.8575387349	-4.257063399		united kingdom	
glasgow city council	government building	55.8608744589	-4.2479537237	glasgow	united kingdom	
plum tree	caf?	55.861293	-4.247782		united kingdom	
hospital park	park	55.8613625005	-4.2476944785		united kingdom	
parish halls	event space	55.8611885082	-4.2480866932	glasgow	united kingdom	
shuropody	miscellaneous shop	55.8608025	-4.2479189	glasgow	united kingdom	
bus stop 609089	bus station	55.861125	-4.246654		united kingdom	
royal college pool - strathclyde uni	gym pool	55.8611631368	-4.2468441118		united kingdom	
premier inn	hotel	55.8606341514	-4.24492836	glasgow	united kingdom	
royal college	college engineering building	55.8613357701	-4.2452886802	glasgow	united kingdom	
sta travel		55.8609457864	-4.2460436828	glasgow	united kingdom	
drs	government building	55.8611274091	-4.2459860319	glasgow	united kingdom	
glasgow marketing bureau	office	55.861022	-4.245803	glasgow	united kingdom	
ncp george st	parking	55.8610596828	-4.2453671768	glasgow	united kingdom	
madame feefees slap  tickle club	zoo	55.8609187475	-4.2454561896	glasgow	united kingdom	
university of strathclyde	university	55.8613446355	-4.2443704605	glasgow	united kingdom	
dakhin	indian restaurant	55.861183	-4.244653		united kingdom	
mature students association	student center	55.8609762833	-4.2438960297		united kingdom	
collins building	university	55.8612767244	-4.2440234824		united kingdom	
mccance building	university	55.86140018	-4.2448415578	glasgow	united kingdom	
greggs	bakery	55.8608155736	-4.2438387554	glasgow	united kingdom	
the co-operative food	grocery store	55.8608388685	-4.2440485954	glasgow	united kingdom	
pizza hut	pizza place	55.8607067718	-4.2440450833		united kingdom	
roland butter	sandwich place	55.8611241569	-4.2447079257	glasgow	united kingdom	
turnbull building university of strathclyde	university	55.860861	-4.244499	glasgow	united kingdom	
srg llp	office	55.8609713319	-4.2443919182	glasgow	united kingdom	
mcanc buliding		55.860908989	-4.2444270139		united kingdom	
livingstone tower	college science building	55.8610258818	-4.2435606269	glasgow	united kingdom	
auril (association for university research and industry links)	university	55.860668086	-4.2431542624		united kingdom	
graham hills building	university	55.861317733	-4.242737874	glasgow	united kingdom	
joanna goodbite	fast food restaurant	55.8608778836	-4.2436141968	glasgow	united kingdom	
sainsburys local	grocery store	55.860816145	-4.2432656704	glasgow	united kingdom	
west of scotland ktp centre	general college  university	55.8606943625	-4.2426538467	glasgow	united kingdom	
madisons - food to go	breakfast spot	55.86080515	-4.24320887	glasgow	united kingdom	
bus stop 609091	bus station	55.860657	-4.243572		united kingdom	
spirit lettings  sales ltd	professional  other places	55.8607858	-4.2436011	glasgow	united kingdom	
a  j ralston timber window solutions	office	55.8606461937	-4.2430400848	uddingston	united kingdom	
graham hills building university of strathclyde	university	55.8606874909	-4.242267972	glasgow	united kingdom	
james blyth court	college residence hall	55.8609848583	-4.240330689	glasgow	united kingdom	
g5h6	residential building (apartment  condo)	55.8611760472	-4.2401620746	glasgow	united kingdom	
thomas campbell court	courthouse	55.8614055367	-4.2396524901	glasgow	united kingdom	
yannies	food	55.860757	-4.239422	glasgow	united kingdom	
g11 jbc	residential building (apartment  condo)	55.860974	-4.239943		united kingdom	
scottish care and information on miscarriage	building	55.8608990792	-4.2393279076	glasgow	united kingdom	
 friends chinese cafe	chinese restaurant	55.860692	-4.238674	glasgow	united kingdom	
james young hall university of strathclyde		55.8614224882	-4.2383695652	glasgow	united kingdom	
shout bamalama	nightclub	55.861132	-4.238949	glasgow	united kingdom	
barony hall	college academic building	55.8614891391	-4.2372465134	glasgow	united kingdom	
denis fish bar	fish  chips shop	55.8608147842	-4.2377614975		united kingdom	
star cafe	coffee shop	55.8613374292	-4.2378359735		united kingdom	
our house	residential building (apartment  condo)	55.8607215881	-4.2378563881		united kingdom	
ashraf bazar	cosmetics shop	55.861728	-4.284437		united kingdom	
exhibition centre railway station (exg)	train station	55.8615441032	-4.2836456066	glasgow	united kingdom	
robins  day glasgow	building	55.861887	-4.283723		united kingdom	
citroen glasgow	automotive shop	55.8621437023	-4.2809333831	glasgow	united kingdom	
gsa	college academic building	55.861941	-4.280844		united kingdom	
the maniacs palace	home (private)	55.8668193298	-4.289476906	glasgow	united kingdom	
skypark | glasgow school of art	college academic building	55.8623231765	-4.2801260364		united kingdom	
where the monkey sleeps	caf?	55.8619862994	-4.2804204481	glasgow	united kingdom	
citro?n glasgow	car dealership	55.8619879671	-4.2806959464	glasgow	united kingdom	
w.t.m.s art school  sky park	caf?	55.8620170329	-4.2803492004		united kingdom	
johns flat	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
mccallums	fish market	55.8623248459	-4.2785621465		united kingdom	
st vincent terrace flats		55.8618816083	-4.278607202		united kingdom	
upstreet city west apartments glasgow	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
trainy	park	55.861879	-4.277093		united kingdom	
my house	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
ashs cosy wee house )	housing development	55.8616298466	-4.2736304984		united kingdom	
bed<3	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
mummas house	home (private)	55.8562446748	-4.2729701742		united kingdom	
ashley and stevens party pad	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
the large comfy bed (mystevens bed)	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
connich bar	hotel bar	55.862226	-4.27159	glasgow	united kingdom	
sanctuary scotland	housing development	55.862241	-4.272242		united kingdom	
wsps van	general travel	55.8619473	-4.2725011		united kingdom	
st patricks church	church	55.862046	-4.270747	glasgow	united kingdom	
livingwell hilton glasgow	spa  massage	55.8615999087	-4.2692536882	glasgow	united kingdom	
scottish opera rehearsal rooms	performing arts venue	55.861699	-4.269325		united kingdom	
hilton glasgow hotel	hotel	55.8615340302	-4.2692043185	glasgow	united kingdom	
ballroom hilton hotel	hotel bar	55.8616242836	-4.2684872005		united kingdom	
hilton glasgow - ballroom	hotel	55.861602	-4.268472		united kingdom	
connich bar	restaurant	55.8616291079	-4.2692099818	glasgow	united kingdom	
bus stop 609080 glasgow	bus station	55.862328	-4.267648	glasgow	united kingdom	
santander house	office	55.8623364404	-4.2662027325	glasgow	united kingdom	
king tuts wah wah hut	music venue	55.8624344205	-4.2650985718	glasgow	united kingdom	
royal college of physicians and surgeons glasgow	general college  university	55.8624116656	-4.2653014005	glasgow	united kingdom	
charing cross railway station (chc)	train station	55.8617036771	-4.2656933281	glasgow	united kingdom	
278 coffee house	snack place	55.8622520019	-4.2654837751		united kingdom	
claires flat	home (private)	55.8678415015	-4.2600336865	glasgow	united kingdom	
st. vincent st (bus stop 609079)	bus station	55.8616554537	-4.2656711325	glasgow	united kingdom	
shine	office	55.862404	-4.2652		united kingdom	
isa music	office	55.86225	-4.264612	glasgow	united kingdom	
st vincent street church	church	55.862034	-4.265595		united kingdom	
barclays	bank	55.8616382128	-4.2642086252	glasgow	united kingdom	
aurora building	office	55.8615435774	-4.2634894802	glasgow	united kingdom	
the pinnacle	building	55.8618346631	-4.2645122743	glasgow	united kingdom	
barclays wealth	office	55.8615955965	-4.2637719308	glasgow	united kingdom	
aggreko plc	office	55.8616616759	-4.2636673858	glasgow	united kingdom	
adelaides nursery	nursery school	55.8618745486	-4.2642177829	glasgow	united kingdom	
burness llp	office	55.861912	-4.263445	glasgow	united kingdom	
max serviced apartments	residential building (apartment  condo)	55.861938	-4.263458	glasgow	united kingdom	
the fruit canteen	juice bar	55.8623783127	-4.2635038036		united kingdom	
habitat	furniture  home store	55.8615854746	-4.2639613152	glasgow	united kingdom	
